"species","thr10","thr_min"
"Eugenia_catharinae",0.14681682206098,0.0405154907355267
"Eugenia_cerasiflora",0.411134444115566,0.198541980109217
"Eugenia_cereja",0.328172562404936,0.114990814862252
"Eugenia_chlorophylla",0.43066451383341,0.29861304670303
"Eugenia_excelsa",0.321051444477651,0.00128851973928329
"Eugenia_florida",0.509790509644349,0.0793803210730382
"Eugenia_gracillima",0.456188873921549,0.24894737719072
"Eugenia_handroana",0.386480872777509,0.0362673701376884
"Eugenia_handroi",0.378066230809388,0.356318482771559
"Eugenia_hiemalis",0.314735690479658,0.0264308401085135
"Eugenia_involucrata",0.435524368828317,0.161103450310895
"Eugenia_kleinii",0.330702785737615,0.0619854559284079
"Eugenia_longipedunculata",0.366115100382703,0.154536099420645
"Eugenia_melanogyna",0.359773507930295,0.118321823942288
"Eugenia_mosenii",0.168002238247677,0.0284896464806997
"Eugenia_multicostata",0.253801241929657,0.123955435620519
"Eugenia_neomyrtifolia",0.498999307724134,0.155448302098565
"Eugenia_neoverrucosa",0.408642078594264,0.112647694834254
"Eugenia_nutans",0.239120870691832,0.125535827486498
"Eugenia_oeidocarpa",0.204203665212989,0.062689555785079
"Eugenia_paracatuana",0.392148627903026,0.00588927578363233
"Eugenia_platysema",0.36462391457273,0.071786687679351
"Eugenia_pluriflora",0.304598060012435,0.145168097487457
"Eugenia_prasina",0.259218607315843,0.0234420893266898
"Eugenia_pruinosa",0.296332312609309,0.0451322371722474
"Eugenia_pyriformis",0.404487492941311,0.108605870470351
"Eugenia_ramboi",0.401094522122872,0.320667150103057
"Eugenia_rostrifolia",0.335618620825509,0.15643238400692
"Eugenia_sclerocalyx",0.485215206604987,0.364147346716528
"Eugenia_speciosa",0.361954781437342,0.048913533940012
"Eugenia_stigmatosa",0.191214955734956,0.0497739817175709
"Eugenia_subavenia",0.282060276094707,0.0181379170656098
"Eugenia_subglomerata",0.176855606873918,0.00473342737293359
"Eugenia_subterminalis",0.388621277668911,0.318824665276814
"Eugenia_tenuipedunculata",0.358791070327784,0.161796366642019
"Eugenia_uniflora",0.283879457509419,0.0792461741028309
"Eugenia_uruguayensis",0.359719875079533,0.120994680322226
"Eugenia_verticillata",0.390053803562545,0.263759176632245
"Euterpe_edulis",0.278057315809186,0.0402183145743175
"Faramea_montevidensis",0.289349288556915,0.094764482934027
"Faramea_oligantha",0.271347829291145,0.186943550066775
"Feijoa_sellowiana",0.18121836566216,0.0356586449156865
"Ficus_adhatodifolia",0.270963243735818,0.0492810626514892
"Ficus_arpazusa",0.275737795867607,0.0304706622890727
"Ficus_cestrifolia",0.0937448330529219,0.0164537654558648
"Ficus_citrifolia",0.304436303899109,0.0854507993695598
"Ficus_clusiifolia",0.136514974081758,0.0169012658834113
"Ficus_gomelleira",0.372004208533105,0.0355474718020664
"Ficus_guaranitica",0.485518644395215,0.200124198811915
"Ficus_luschnathiana",0.279212692853745,0.0560419808360414
"Frangula_sphaerosperma",0.114586420765977,0.00337955931296674
"Garcinia_gardneriana",0.27435977658937,0.01932218746298
"Gleditsia_amorphoides",0.253743574855906,4.13319600967577e-05
"Grazielia_serrata",0.259061219950361,0.129836711371563
"Guapira_hirsuta",0.352839908034834,0.0230989952475927
"Guapira_opposita",0.426107993242748,0.0197043636547308
"Guarea_macrophylla",0.409781313690889,0.051873135736941
